jobId,numMaps,numReduces,startTime,finishTime,duration
job0,1,0,1,18.1369271397,17.1369271397
job2,1,0,8,25.1369271397,17.1369271397
job3,1,0,9,26.1369271397,17.1369271397
job1,1,1,6,48.124,42.124
job6,4,0,41,58.1484342366,17.1484342366
job4,155,20,17,59.685,42.685
job9,1,0,48,73.157,25.157
job10,1,0,58,75.819217728,17.819217728
job5,1,1,40,82.117,42.117
job11,1,0,71,88.109,17.109
job12,1,0,75,95.549,20.549
job8,1,1,47,98.158,51.158
job7,1535,192,44,105.529,61.529
job16,17,0,91,111.735194278,20.7351942781
job13,1,1,78,121.138,43.1380000001
job14,1327,166,79,136.441,57.4410000002
job15,216,27,89,136.819,47.8190000002
job18,1,0,120,137.013,17.0130000002
job17,1,1,113,161.393,48.3930000003
job20,7,1,125,176.63,51.6300000004
job21,6,1,131,180.273,49.2730000004
job22,6,1,135,180.297,45.2970000004
job19,1327,166,123,180.338,57.3380000004
job27,1,0,166,183.13692714,17.1369271397
job23,6,1,149,191.174,42.1740000004
job24,6,1,159,201.163,42.1630000005
job25,6,1,161,203.173,42.1730000005
job26,6,1,164,206.163,42.1630000005
job28,1,1,191,233.014000001,42.0140000006
job29,1,1,192,234.138000001,42.1380000006
job35,1,0,234,259.405362596,25.4053625957
job36,1,0,241,260.287000001,19.2870000008
job30,1327,166,212,270.344000001,58.3440000008
job33,1,1,232,274.274000001,42.2740000008
job38,3,0,254,275.564397353,21.5643973527
job39,58,0,258,275.627024076,17.6270240759
job40,1,0,269,286.355000001,17.3550000005
job37,216,27,252,300.748,48.7480000004
job41,1,1,271,315.505,44.5050000001
job42,1,0,293,315.583,22.5829999998
job43,1,0,298,315.706653185,17.7066531848
job31,1327,166,217,315.85,98.8500000001
job32,1327,166,223,315.85,92.8500000001
job44,1,1,305,354.717999999,49.7179999991
job45,219,28,312,356.480999999,44.4809999991
job50,1,0,338,360.993999999,22.9939999988
job46,1,1,319,361.959999999,42.959999999
job52,1,0,346,365.344886692,19.3448866917
job53,1,0,347,366.344886692,19.3448866917
job47,16,2,321,370.004999999,49.0049999988
job48,1,1,329,371.729999999,42.7299999987
job49,216,27,334,376.403999999,42.4039999986
job55,2,0,359,378.160306369,19.1603063685
job56,49,0,367,391.386741825,24.3867418248
job51,1393,0,341,391.44708864,50.4470886401
job61,7,0,385,406.513959553,21.5139595528
job57,1,1,370,412.750999998,42.7509999978
job34,5228,654,233,416.555999998,183.555999998
job58,1,1,373,417.539999998,44.5399999977
job62,1,0,398,418.009217726,20.0092177258
job59,1,1,376,418.295999998,42.2959999976
job60,1,1,382,429.163999997,47.1639999974
job66,1,0,442,462.958653182,20.9586531817
job68,1,0,455,478.09287091,23.0928709097
job65,3,0,431,478.968999996,47.968999996
job69,2,0,463,486.577470452,23.5774704519
job63,119,0,415,487.640547789,72.6405477889
job71,1,0,472,491.212959551,19.2129595508
job72,1,0,477,494.227088638,17.2270886377
job67,1,1,448,503.423999996,55.4239999956
job70,1,1,465,511.430999995,46.4309999954
job64,74,10,418,512.701999995,94.7019999954
job77,1,0,501,519.434999995,18.434999995
job74,1,1,486,528.779999995,42.779999995
job76,1,1,492,537.491999995,45.4919999948
job75,1393,0,491,552.855395006,61.855395006
job73,869,109,480,563.044999994,83.0449999942
job54,2443,306,358,839.257999991,481.257999991
