job1,2,1,20791551476,12295202125,1491950225,inputPath2
job27,122,0,205911534212,278812093573,157726,inputPath21
job34,151,4,701615795762,10548822795,1051450483,inputPath25
job37,174,3,29317298062,32325490309,21243,inputPath28
job38,179,5,116514872714,62737990420,223432028,inputPath29
job43,203,3,14430382666,38936897288,4541108444,inputPath33
job50,234,2,14740276259,12670333142,4514476,inputPath39
job52,238,1,64864452894,25981586510,2783555966,inputPath41
job54,239,0,53500596737,62813275869,99934555,inputPath42
job59,260,8,20823087067,66095728974,5921960050,inputPath46
job63,278,2,20807036052,49754149516,832006385,inputPath49
job66,284,4,80847393080,113738945812,3060667452,inputPath52
job72,329,5,10819567082,7009967977,341322351,inputPath58
job73,334,5,207017723872,296673338996,143891480800,inputPath59
job94,516,12,116486125855,62652292136,44960160,inputPath73
job107,576,0,4338518467,3694257573,319999,inputPath80
job108,577,1,4338518467,3302030112,12778,inputPath79
job110,578,1,4338518467,3015206370,4291,inputPath79
job112,578,0,4338518467,2427960203,1360,inputPath79
job117,584,0,4338518467,3309594451,73964,inputPath79
job119,585,0,4338518467,3164338407,6230,inputPath79
job120,586,1,119609735763,35628761442,349382637,inputPath83
job121,586,0,119609735763,27113331186,320711996,inputPath82
job122,587,1,119609735763,7079440339,52709848,inputPath82
job123,588,1,119609735763,16510767214,128263648,inputPath82
job137,682,2,2550028652240,361765176315,165494610510,inputPath95
job142,708,7,31609111287,31659359963,22614,inputPath98
job152,815,62,119609735763,109397814785,4338753829,inputPath82
job153,817,2,119609735763,28261240022,252500733,inputPath82
job154,817,0,119609735763,38570728787,612054024,inputPath82
job155,817,0,119609735763,16989151733,133864935,inputPath82
job157,822,2,5481561952,7391751594,144967,inputPath103
job158,827,5,48993230703,307462394566,3264258876,inputPath104
job159,827,0,26784624703,247683222725,3256375410,inputPath105
job160,828,1,24424428629,205102221732,1695854127,inputPath106
job161,828,0,42597868630,443818156961,3354177,inputPath107
job162,828,0,36472405678,403625494248,46617213267,inputPath108
job174,870,5,53963890118,3295311617,1573152205,inputPath115
job178,913,7,264571500121,12048389728,95129603,inputPath117
job179,922,9,10909108433,17121705063,12145812748,inputPath118
