job0,0,0,3758096384,423854824,0,inputPathRJ0
job1,0,0,2952790016,796524291,0,inputPathRJ1
job2,0,0,805306368,832698931,0,inputPathRJ2
job3,0,0,12348030976,511756198,0,inputPathRJ3
job4,0,0,7113539584,77142631,0,inputPathRJ4
job5,0,0,10200547328,275693256,0,inputPathRJ5
job6,0,0,4160749568,1557427249,0,inputPathRJ6
job7,0,0,10871635968,275086851,0,inputPathRJ7
job8,0,0,9797894144,420178198,0,inputPathRJ8
job9,0,0,31406948352,653392969,0,inputPathRJ9
job10,0,0,12482248704,257651156,0,inputPathRJ10
job11,0,0,10603200512,295108983,0,inputPathRJ11
job12,0,0,6039797760,481105823,0,inputPathRJ12
job13,0,0,42412802048,779728786,0,inputPathRJ13
job14,0,0,18387828736,581189823,0,inputPathRJ14
job15,0,0,17448304640,1226792340,0,inputPathRJ15
job16,0,0,7381975040,843243501,0,inputPathRJ16
job17,0,0,536870912,0,0,inputPathRJ17
job18,0,0,6039797760,0,0,inputPathRJ18
job19,0,0,1073741824,626904641,0,inputPathRJ19
job20,0,0,4026531840,842716140,0,inputPathRJ20
job21,0,0,805306368,729574308,0,inputPathRJ21
job22,0,0,49928994816,538065687,0,inputPathRJ22
job23,0,0,3087007744,801072759,0,inputPathRJ23
job24,0,0,23085449216,716033706,0,inputPathRJ24
job25,0,0,2415919104,799971805,0,inputPathRJ25
job26,0,0,1610612736,687559403,0,inputPathRJ26
job27,0,0,4294967296,517528859,0,inputPathRJ27
job28,0,0,939524096,0,0,inputPathRJ28
job29,0,0,805306368,0,0,inputPathRJ29
job30,0,0,8321499136,62302509,0,inputPathRJ30
job31,0,0,6442450944,704062730,0,inputPathRJ31
job32,0,0,8053063680,73260307,0,inputPathRJ32
job33,0,0,2415919104,823603830,0,inputPathRJ33
job34,0,0,2013265920,457654851,0,inputPathRJ34
job35,0,0,939524096,0,0,inputPathRJ35
job36,0,0,805306368,506099595,0,inputPathRJ36
job37,0,0,30601641984,595027531,0,inputPathRJ37
job38,0,0,1073741824,370360763,0,inputPathRJ38
job39,0,0,37849399296,47993387,0,inputPathRJ39
job40,0,0,64692944896,236389741,0,inputPathRJ40
job41,0,0,38252052480,526043734,0,inputPathRJ41
job42,0,0,13421772800,99937986,0,inputPathRJ42
job43,0,0,2147483648,637444759,0,inputPathRJ43
job44,0,0,58518929408,607666120,0,inputPathRJ44
job45,0,0,49794777088,2026068647,0,inputPathRJ45
job46,0,0,3758096384,847752738,0,inputPathRJ46
job47,0,0,10468982784,24685286,0,inputPathRJ47
job48,0,0,939524096,122290273,0,inputPathRJ48
job49,0,0,939524096,164457868,0,inputPathRJ49
job50,0,0,10334765056,758297320,0,inputPathRJ50
job51,0,0,1610612736,731825773,0,inputPathRJ51
job52,0,0,8589934592,189588555,0,inputPathRJ52
job53,0,0,985158123520,76474816,0,inputPathRJ53
job54,0,0,134217728,0,0,inputPathRJ54
job55,0,0,6979321856,39803923,0,inputPathRJ55
job56,0,0,32883343360,322117029,0,inputPathRJ56
job57,0,0,60800630784,0,0,inputPathRJ57
job58,0,0,55834574848,1817687625,0,inputPathRJ58
job59,0,0,402653184,586268177,0,inputPathRJ59
job60,0,0,939524096,257858512,0,inputPathRJ60
job61,0,0,939524096,508758834,0,inputPathRJ61
job62,0,0,671088640,589096819,0,inputPathRJ62
