jobId,numMaps,numReduces,startTime,finishTime,duration
job0,1,0,7,24.146,17.146
job2,1,0,22,39.146,17.146
job3,1,0,32,49.146,17.146
job5,4,0,43,60.1498916282,17.1498916282
job1,1,1,20,62.257,42.257
job7,1,0,58,75.1450892721,17.1450892721
job4,1,1,42,84.25,42.25
job6,1,1,54,96.147,42.147
job8,1,0,102,119.146,17.1460000001
job10,1,0,115,132.19845418,17.1984541802
job11,1,0,119,136.146,17.1460000002
job9,155,20,106,148.519,42.5190000002
job12,1,1,125,167.147,42.1470000003
job15,17,0,149,172.299840432,23.2998404324
job17,1,0,172,189.145089272,17.1450892721
job14,216,27,143,196.43,53.4300000004
job13,1327,166,139,196.48,57.4800000004
job16,1,1,155,197.282,42.2820000005
job18,1327,166,198,255.322000001,57.3220000007
job19,7,1,208,256.385000001,48.3850000007
job20,6,1,237,279.150000001,42.1500000008
job21,6,1,247,289.151000001,42.1510000007
job22,6,1,282,324.151,42.1509999999
job26,1,0,310,327.146,17.1459999996
job23,6,1,297,339.151,42.1509999995
job24,6,1,299,341.159999999,42.1599999995
job25,6,1,301,343.149999999,42.1499999994
job27,1,1,329,371.146999999,42.1469999988
job28,1,1,342,384.147999998,42.1479999984
job29,1327,166,369,426.728999997,57.7289999974
job33,1,0,425,442.352234081,17.3522340806
job32,1,1,398,442.550999997,44.5509999971
job34,1,0,426,443.352234081,17.3522340806
job31,1327,166,380,456.763999997,76.7639999967
job30,1327,166,373,456.763999997,83.7639999967
job35,216,27,432,474.286999996,42.2869999963
job36,3,0,467,484.149891628,17.1498916282
job37,58,0,473,490.160123794,17.1601237939
job38,1,0,485,502.145999995,17.1459999954
job41,1,0,535,552.237554735,17.2375547348
job42,1,0,549,566.145089272,17.1450892721
job40,1,1,524,572.945999994,48.945999994
job39,1535,192,513,575.693999994,62.6939999939
job43,1,1,569,611.146999993,42.1469999931
job44,1,1,586,628.146999993,42.1469999927
job48,1,0,629,646.145999992,17.145999992
job45,16,2,611,653.150999992,42.1509999921
job46,1,1,619,661.146999992,42.1469999919
job47,216,27,623,665.286999992,42.2869999918
job50,1,0,652,672.280999991,20.2809999914
job49,1393,0,640,672.357062094,32.3570620939
job51,1,0,656,673.279745955,17.2797459551
job53,2,0,660,680.422999991,20.4229999912
job54,49,0,695,793.505526194,98.5055261939
job55,1,1,707,808.489999988,101.489999988
job61,1,0,801,820.762999988,19.7629999879
job60,7,0,799,823.758735547,24.7587355466
job57,1,1,787,833.624999988,46.6249999878
job64,3,0,819,838.894722092,19.8947220922
job58,1,1,793,841.764999988,48.7649999876
job59,1,1,796,841.764999988,45.7649999876
job65,1,0,825,848.759217716,23.7592177158
job67,1,0,834,853.892653172,19.8926531724
job62,119,0,810,854.042397106,44.0423971059
job68,2,0,853,870.176614834,17.1766148339
job66,1,1,826,873.036999987,47.0369999869
job63,74,10,811,879.084999987,68.0849999867
job69,1,1,854,897.034999986,43.0349999863
job70,219,28,865,913.069999986,48.0699999859
job71,1,0,910,928.303435442,18.3034354423
job72,1,0,934,951.145999985,17.1459999848
job56,5228,654,738,972.545999985,234.545999985
job74,1393,0,948,987.680217713,39.6802177125
job76,1,0,967,988.648122811,21.6481228106
job73,1,1,947,990.170999984,43.1709999841
job75,1,1,963,1005.35499998,42.3549999838
job77,1,1,974,1016.16099998,42.1609999835
job80,49,0,1003,1020.15726088,17.1572608791
job78,119,15,975,1020.44599998,45.4459999834
job79,1,1,978,1021.55199998,43.5519999834
job81,49,0,1027,1044.16012379,17.1601237939
job82,1,0,1035,1052.15099998,17.1509999824
job84,1,0,1049,1068.28521771,19.2852177104
job52,2443,306,657,1155.41499998,498.414999984
job87,1,0,1066,1159.2310027,93.2310027031
job85,1,0,1054,1165.35304882,111.353048824
job90,1,0,1093,1165.35304882,72.3530488241
job96,1,0,1143,1165.35304882,22.3530488241
job89,1,0,1079,1165.35399998,86.3539999797
job91,4,0,1098,1165.35785118,67.3578511802
job86,216,27,1063,1184.52699998,121.52699998
job88,1,1,1078,1190.35499998,112.354999979
job93,9,2,1110,1190.40899998,80.4089999794
job95,8,1,1127,1190.42699998,63.4269999794
job97,6,1,1149,1192.75599998,43.7559999793
job92,15,2,1102,1192.85999998,90.8599999793
job94,15,2,1115,1192.86699998,77.8669999793
job98,8,1,1162,1204.21599998,42.2159999791
job99,15,2,1175,1217.20699998,42.2069999787
job100,2,0,1203,1220.14812281,17.1481228106
job101,15,2,1208,1250.21599998,42.215999978
job103,936,0,1221,1253.60882963,32.6088296255
job83,1713,0,1036,1258.67974181,222.679741808
job102,8,1,1218,1260.21699998,42.2169999777
job104,1,1,1229,1278.28099998,49.2809999773
job105,1,0,1267,1284.14508927,17.1450892721
job107,1,0,1289,1306.14599998,17.1459999764
job106,1,1,1272,1314.14699998,42.1469999765
job108,1,1,1310,1352.14799998,42.1479999756
job109,1,1,1328,1370.14799998,42.1479999751
job112,1,0,1355,1372.14599997,17.1459999748
job110,2,1,1336,1378.14999997,42.1499999749
job111,7,1,1345,1387.43999997,42.4399999747
job114,1,0,1386,1403.14508927,17.1450892721
job113,1,1,1364,1406.14799997,42.1479999743
job117,1,0,1419,1436.14508927,17.1450892721
job115,869,109,1393,1436.98499997,43.9849999735
job116,8,1,1402,1444.47599997,42.4759999734
job118,1,0,1441,1458.14508927,17.1450892721
job119,1,1,1462,1504.14799997,42.147999972
job120,216,27,1463,1505.27599997,42.2759999719
job121,19,3,1482,1524.16699997,42.1669999715
job122,19,3,1484,1526.16699997,42.1669999714
job123,19,3,1537,1579.15299997,42.1529999702
job124,19,3,1550,1592.16799997,42.1679999699
job128,49,0,1592,1609.16334891,17.1633489139
job125,19,3,1570,1612.15199997,42.1519999694
job129,445,0,1598,1615.39303712,17.3930371239
job130,1,0,1601,1618.35399997,17.353999969
job126,19,3,1578,1620.16799997,42.1679999692
job127,2,1,1588,1630.29399997,42.293999969
job132,3,0,1634,1651.14812281,17.1481228106
job131,18,3,1625,1667.15199997,42.1519999681
job133,1,0,1662,1679.14508927,17.1450892721
job136,1,0,1677,1694.23499997,17.2349999672
job134,1,1,1664,1706.14699997,42.1469999672
job138,1,0,1696,1713.14508927,17.1450892721
job135,216,27,1675,1717.28699997,42.2869999669
job137,108,14,1686,1729.29799997,43.2979999666
job139,110,14,1697,1739.51599997,42.5159999664
job140,6,1,1698,1740.30799997,42.3079999664
job141,4,1,1699,1741.23899997,42.2389999664
job144,1,0,1725,1742.14599997,17.1459999661
job142,6,1,1713,1755.28599997,42.285999966
job143,1,1,1714,1756.14799997,42.147999966
job146,1,0,1740,1757.37321769,17.3732176944
job145,1393,0,1734,1766.35706209,32.3570620939
job148,1,0,1752,1769.19299997,17.1929999655
job150,1,0,1774,1791.14508927,17.1450892721
job147,1,1,1744,1792.28299997,48.2829999651
job149,1,1,1768,1810.14799996,42.1479999647
job153,1,0,1819,1836.14508927,17.1450892721
job154,1,0,1821,1838.14508927,17.1450892721
job151,4,1,1798,1840.25399996,42.253999964
job152,484,61,1801,1844.06499996,43.0649999639
job155,1,0,1833,1850.14599996,17.1459999635
job157,12,0,1845,1862.28510429,17.2851042908
job156,216,27,1844,1886.27599996,42.2759999629
job158,399,50,1889,1934.21699996,45.2169999618
job159,156,20,1894,1938.58199996,44.5819999617
job161,1,0,1923,1940.14599996,17.1459999614
job160,156,20,1900,1943.73299996,43.7329999616
job162,2,1,1932,1974.44799996,42.4479999608
job164,1,0,1963,2005.41352473,42.4135247281
job166,1,0,1974,2005.41499996,31.4149999599
job165,1,1,1966,2015.58399996,49.5839999599
job171,1,0,1997,2021.55099996,24.5509999595
job170,1,0,1993,2031.71999996,38.7199999592
job173,49,0,2004,2035.70021983,31.7002198259
job169,1,1,1989,2045.54899996,56.5489999592
job168,4,1,1983,2045.70399996,62.7039999592
job167,4,1,1980,2045.86299996,65.8629999591
job163,7249,0,1958,2051.20970686,93.2097068635
job172,1,1,2000,2056.72199996,56.7219999589
job174,1,1,2024,2072.85799996,48.8579999585
job175,1,1,2032,2076.82199996,44.8219999591
job176,1,0,2063,2080.14508927,17.1450892721
job177,1,0,2075,2092.14508927,17.1450892721
job178,1,0,2123,2140.14599997,17.145999974
job179,1,0,2134,2151.14508927,17.1450892721
job180,1,1,2138,2180.16099998,42.1609999801
job181,1,1,2146,2188.18699998,42.1869999817
job182,1,1,2147,2189.14699998,42.1469999819
job183,1,1,2151,2193.17099998,42.1709999828
job184,1,1,2161,2203.17199998,42.1719999848
job187,644,0,2221,2238.43170683,17.4317068278
job185,1,1,2206,2248.17799999,42.177999994
job186,1,1,2208,2250.16699999,42.1669999944
job188,21,3,2222,2264.475,42.4749999973
job190,1,0,2248,2265.146,17.1459999995
job191,644,0,2249,2266.43170683,17.4317068278
job189,21,3,2243,2285.205,42.2050000015
job194,1393,0,2275,2307.49245522,32.4924552166
job196,1,0,2291,2308.38398565,17.3839856503
job192,603,76,2262,2315.18500001,53.1850000076
job193,216,27,2272,2317.23900001,45.239000008
job197,1,0,2308,2325.14508927,17.1450892721
job195,1,1,2287,2332.58300001,45.5830000112
job198,1,0,2321,2338.14600001,17.1460000143
job199,1,0,2326,2343.14508927,17.1450892721
job200,1,0,2328,2345.14508927,17.1450892721
job201,1393,0,2336,2368.35706209,32.3570620939
job202,1,1,2341,2385.28200002,44.2820000219
job208,63,0,2433,2450.16334891,17.1633489139
job203,1,1,2408,2450.18300004,42.1830000351
job209,1,0,2434,2451.15900004,17.1590000374
job204,216,27,2417,2459.27600004,42.276000037
job205,81,11,2419,2461.50700004,42.5070000374
job206,1,1,2421,2463.28100004,42.2810000378
job207,4,1,2430,2472.43100004,42.4310000397
job210,7,1,2435,2477.25600004,42.2560000406
job211,1,1,2445,2487.16000004,42.1600000427
job212,1,1,2453,2495.14700004,42.1470000443
job213,1,1,2467,2509.14700005,42.1470000471
job215,1,0,2496,2513.14600005,17.14600005
job214,1,1,2475,2517.16200005,42.1620000488
job216,1,1,2507,2549.16000006,42.1600000553
job220,49,0,2540,2557.15726088,17.1572608791
job221,1,0,2546,2563.15900006,17.1590000602
job222,1,0,2550,2567.14600006,17.146000061
job217,1,1,2525,2567.14700006,42.147000059
job223,15,0,2551,2568.16334891,17.1633489139
