jobId,numMaps,numReduces,startTime,finishTime,duration
job0,1,0,1,18.14,17.14
job2,1,0,8,25.1383871664,17.1383871664
job3,1,0,9,26.1383871664,17.1383871664
job1,1,1,6,48.25,42.25
job6,4,0,41,58.1383871664,17.1383871664
job4,155,20,17,59.604,42.604
job9,1,0,48,73.274,25.274
job10,1,0,58,75.74,17.74
job5,1,1,40,82.242,42.242
job11,1,0,71,88.2420813938,17.2420813938
job12,1,0,75,94.605,19.605
job8,1,1,47,98.274,51.274
job7,1535,192,44,104.472,60.472
job16,17,0,91,111.292710909,20.2927109087
job13,1,1,78,120.606,42.6060000001
job15,216,27,89,136.373,47.3730000002
job14,1327,166,79,136.514,57.5140000002
job18,1,0,120,137.146655026,17.146655026
job17,1,1,113,161.374,48.3740000003
job20,7,1,125,176.708,51.7080000004
job22,6,1,135,180.294,45.2940000004
job21,6,1,131,180.294,49.2940000004
job19,1327,166,123,180.378,57.3780000004
job27,1,0,166,183.138387166,17.1383871664
job23,6,1,149,191.188,42.1880000004
job24,6,1,159,201.16,42.1600000005
job25,6,1,161,203.17,42.1700000005
job26,6,1,164,206.16,42.1600000005
job28,1,1,191,233.140000001,42.1400000006
job29,1,1,192,234.140000001,42.1400000006
job35,1,0,234,259.406822622,25.4068226224
job36,1,0,241,260.41419259,19.4141925895
job30,1327,166,212,270.327000001,58.3270000008
job33,1,1,232,274.276000001,42.2760000008
job38,3,0,254,275.55614597,21.5561459698
job39,58,0,258,275.59359115,17.5935911498
job40,1,0,269,286.463000001,17.4630000005
job37,216,27,252,300.755,48.7550000004
job42,1,0,293,315.702,22.7019999998
job43,1,0,298,315.702,17.7019999998
job41,1,1,271,315.75,44.7500000001
job31,1327,166,217,315.853,98.8530000001
job32,1327,166,223,315.853,92.8530000001
job44,1,1,305,354.833999999,49.8339999991
job45,219,28,312,356.631999999,44.6319999991
job50,1,0,338,361.103306369,23.1033063688
job46,1,1,319,362.086999999,43.086999999
job52,1,0,346,365.346346718,19.3463467184
job53,1,0,347,366.353716686,19.3537166855
job47,16,2,321,370.981999999,49.9819999988
job48,1,1,329,371.973999999,42.9739999987
job49,216,27,334,376.402999999,42.4029999986
job55,2,0,359,377.389870912,18.3898709121
job56,49,0,367,391.380741825,24.3807418248
job51,1393,0,341,391.43508864,50.4350886401
job61,7,0,385,406.509959553,21.5099595528
job57,1,1,370,412.901999998,42.9019999978
job34,5228,654,233,416.577999998,183.577999998
job58,1,1,373,417.525999998,44.5259999977
job62,1,0,398,418.377999997,20.3779999974
job59,1,1,376,418.525999998,42.5259999976
job60,1,1,382,427.251999997,45.2519999974
job66,1,0,442,462.981999996,20.9819999963
job68,1,0,455,478.116217724,23.1162177243
job65,3,0,431,479.116217724,48.1162177243
job69,2,0,463,486.571241326,23.5712413264
job63,119,0,415,487.620371589,72.6203715889
job71,1,0,472,494.050217724,22.050217724
job72,1,0,477,494.250435452,17.2504354523
job67,1,1,448,504.063999996,56.0639999956
job70,1,1,465,509.343999995,44.3439999955
job64,74,10,418,512.651999995,94.6519999954
job77,1,0,501,519.198217724,18.1982177236
job74,1,1,486,528.761999995,42.761999995
job76,1,1,492,535.413999995,43.4139999949
job75,1393,0,491,552.872395006,61.872395006
job73,869,109,480,562.967999994,82.9679999942
job54,2443,306,358,839.358999991,481.358999991
