jobId,numMaps,numReduces,startTime,finishTime,duration
job0,1,0,1,18.117,17.117
job2,1,0,8,25.117,17.117
job3,1,0,9,26.117,17.117
job1,1,1,6,48.228,42.228
job6,4,0,41,58.1660806508,17.1660806508
job4,155,20,17,59.7633952363,42.7633952363
job9,1,0,48,65.1660806508,17.1660806508
job10,1,0,58,75.14,17.14
job5,1,1,40,82.209,42.209
job11,1,0,71,88.14,17.14
job8,1,1,47,89.1419999999,42.1419999999
job12,1,0,75,92.117,17.117
job16,17,0,91,111.308278098,20.3082780982
job13,1,1,78,120.118,42.1180000001
job7,1535,192,44,131.989017233,87.9890172328
job15,216,27,89,136.309,47.3090000002
job14,1327,166,79,136.494,57.4940000002
job18,1,0,120,137.142242457,17.1422424568
job17,1,1,113,157.991,44.9910000003
job21,6,1,131,176.445,45.4450000004
job20,7,1,125,176.949,51.9490000004
job22,6,1,135,180.302,45.3020000004
job19,1327,166,123,180.443,57.4430000004
job27,1,0,166,183.142242457,17.1422424568
job23,6,1,149,191.183,42.1830000004
job24,6,1,159,201.176,42.1760000005
job25,6,1,161,203.2,42.2000000005
job26,6,1,164,206.176,42.1760000005
job28,1,1,191,233.118000001,42.1180000006
job29,1,1,192,234.118000001,42.1180000006
job35,1,0,234,259.388000001,25.3880000008
job36,1,0,241,260.441000001,19.4410000008
job30,1327,166,212,270.337000001,58.3370000008
job33,1,1,232,274.227000001,42.2270000008
job38,3,0,254,275.626062212,21.6260622123
job40,1,0,269,286.471217729,17.4712177288
job39,58,0,258,294.724,36.7240000003
job42,1,0,293,310.27,17.27
job43,1,0,298,315.193,17.1929999998
job41,1,1,271,315.758,44.7580000001
job44,1,1,305,347.180999999,42.1809999993
job37,216,27,252,347.887999999,95.8879999993
job50,1,0,338,355.142242457,17.1422424568
job46,1,1,319,361.141999999,42.141999999
job52,1,0,346,363.942217727,17.942217727
job53,1,0,347,364.856999999,17.8569999987
job47,16,2,321,368.174999999,47.1749999988
job48,1,1,329,372.725999999,43.7259999987
job45,219,28,312,376.304998662,64.3049986619
job55,2,0,359,378.302999998,19.3029999983
job56,49,0,367,390.383741825,23.3837418248
job49,216,27,334,406.580999998,72.5809999979
job31,1327,166,217,406.969999998,189.969999998
job32,1327,166,223,407.162999998,184.162999998
job61,7,0,385,408.545999998,23.5459999976
job57,1,1,370,412.612999998,42.6129999978
job58,1,1,373,415.359999998,42.3599999977
job62,1,0,398,415.815653183,17.8156531825
job59,1,1,376,418.241999998,42.2419999976
job60,1,1,382,424.419999997,42.4199999975
job51,1393,0,341,428.989671688,87.9896716881
job63,119,0,415,447.720088638,32.7200886385
job65,3,0,431,449.305694852,18.3056948516
job34,5228,654,233,455.769259395,222.769259395
job66,1,0,442,460.231999996,18.2319999964
job64,74,10,418,472.631999996,54.6319999964
job68,1,0,455,475.366217724,20.3662177244
job69,2,0,463,484.212177279,21.2121772793
job71,1,0,472,490.474999996,18.4749999957
job67,1,1,448,494.078999996,46.0789999958
job72,1,0,477,498.457999996,21.4579999955
job70,1,1,465,509.213999995,44.2139999955
job77,1,0,501,524.857999995,23.8579999949
job74,1,1,486,534.219999995,48.2199999949
job76,1,1,492,549.912999995,57.9129999945
job75,1393,0,491,591.89239623,100.89239623
job73,869,109,480,599.530661117,119.530661117
job54,2443,306,358,861.370999991,503.370999991
