jobId,numMaps,numReduces,startTime,finishTime,duration
job0,1,0,1,18.138,17.138
job2,1,0,8,25.1362357065,17.1362357065
job3,1,0,9,26.138,17.138
job1,1,1,6,48.248,42.248
job6,4,0,41,58.136533804,17.136533804
job4,155,20,17,59.2533952363,42.2533952363
job9,1,0,48,65.138,17.138
job10,1,0,58,75.138,17.138
job5,1,1,40,82.28,42.28
job11,1,0,71,88.136533804,17.136533804
job8,1,1,47,89.1399999999,42.1399999999
job12,1,0,75,92.138,17.138
job16,17,0,91,111.279652106,20.2796521062
job13,1,1,78,120.139,42.1390000001
job7,1535,192,44,131.989017233,87.9890172328
job15,216,27,89,136.295,47.2950000002
job14,1327,166,79,136.489,57.4890000002
job18,1,0,120,137.138,17.1380000002
job17,1,1,113,157.991,44.9910000003
job21,6,1,131,176.571,45.5710000004
job20,7,1,125,176.848,51.8480000004
job22,6,1,135,180.272,45.2720000004
job19,1327,166,123,180.476,57.4760000004
job27,1,0,166,183.138,17.1380000004
job23,6,1,149,191.17,42.1700000004
