jobId,numMaps,numReduces,startTime,finishTime,duration
job0,1,0,7,24.138,17.138
job2,1,0,22,39.1366095626,17.1366095626
job3,1,0,32,49.138,17.138
job5,4,0,43,60.1678809903,17.1678809903
job1,1,1,20,62.249,42.249
job7,1,0,58,75.1366095626,17.1366095626
job4,1,1,42,84.24,42.24
job6,1,1,54,96.139,42.139
job8,1,0,102,119.136609563,17.1366095626
job10,1,0,115,132.138,17.1380000002
job11,1,0,119,136.138,17.1380000002
job9,155,20,106,148.253395236,42.2533952363
job12,1,1,125,167.139,42.1390000003
job15,17,0,149,172.275890413,23.2758904127
job17,1,0,172,189.138,17.1380000005
job14,216,27,143,196.375,53.3750000004
job13,1327,166,139,196.47,57.4700000004
job16,1,1,155,197.275,42.2750000005
job18,1327,166,198,255.445000001,57.4450000007
job19,7,1,208,256.769000001,48.7690000007
job20,6,1,237,279.160000001,42.1600000008
job21,6,1,247,289.160000001,42.1600000007
job22,6,1,282,324.169,42.1689999999
job26,1,0,310,327.138,17.1379999996
job23,6,1,297,339.169,42.1689999995
job24,6,1,299,341.208999999,42.2089999995
job25,6,1,301,343.137999999,42.1379999994
job27,1,1,329,371.139999999,42.1399999988
job28,1,1,342,384.139999998,42.1399999984
job29,1327,166,369,426.651999997,57.6519999974
job33,1,0,425,442.275890413,17.2758904127
job32,1,1,398,442.543999997,44.5439999971
job34,1,0,426,443.276999997,17.2769999968
job30,1327,166,373,456.747999997,83.7479999967
job31,1327,166,380,456.752999997,76.7529999967
job35,216,27,432,474.248999996,42.2489999963
job36,3,0,467,484.16788099,17.1678809903
job37,58,0,473,490.16788099,17.1678809903
job38,1,0,485,502.136609563,17.1366095626
job41,1,0,535,552.137999994,17.1379999942
job42,1,0,549,566.136609563,17.1366095626
job40,1,1,524,566.210999994,42.2109999941
job39,1535,192,513,597.017364607,84.0173646069
job43,1,1,569,611.137999993,42.1379999931
job44,1,1,586,628.139999993,42.1399999927
job48,1,0,629,646.136609563,17.1366095626
job45,16,2,611,653.174999992,42.1749999921
job46,1,1,619,661.139999992,42.1399999919
job47,216,27,623,665.242999992,42.2429999918
job50,1,0,652,672.271999991,20.2719999914
job49,1393,0,640,672.350722711,32.3507227109
job51,1,0,656,673.273616035,17.2736160348
job53,2,0,660,677.405045019,17.4050450186
job54,49,0,695,801.987999988,106.987999988
job55,1,1,707,811.451999988,104.451999988
job57,1,1,787,833.636999988,46.6369999878
job59,1,1,796,842.123999988,46.1239999876
job58,1,1,793,842.313999988,49.3139999876
job65,1,0,825,858.259999987,33.259999987
job67,1,0,834,886.355575219,52.3555752186
job68,2,0,853,886.386292434,33.3862924336
job64,3,0,819,886.386292434,67.3862924336
job61,1,0,801,886.436999986,85.4369999863
job60,7,0,799,887.765999986,88.7659999863
job62,119,0,810,892.030999986,82.0309999862
job66,1,1,826,911.363999986,85.363999986
job69,1,1,854,911.439999986,57.439999986
job63,74,10,811,917.269999986,106.269999986
job71,1,0,910,927.15884425,17.1588442503
job70,219,28,865,927.644274743,62.6442747433
job72,1,0,934,951.159999985,17.1599999848
job73,1,1,947,989.165999984,42.1659999841
job76,1,0,967,990.224999984,23.2249999839
job74,1393,0,948,996.635999984,48.6359999837
job75,1,1,963,1005.32399998,42.3239999838
job77,1,1,974,1017.33099998,43.3309999835
job79,1,1,978,1020.40999998,42.4099999834
job80,49,0,1003,1022.02599998,19.0259999831
job78,119,15,975,1022.73699998,47.7369999833
job56,5228,654,738,1041.83421232,303.834212323
job81,49,0,1027,1044.16788099,17.1678809903
job82,1,0,1035,1052.13799998,17.1379999824
job84,1,0,1049,1159.25940158,110.259401576
job90,1,0,1093,1160.56634119,67.5663411916
job91,4,0,1098,1160.58489091,62.5848909075
job89,1,0,1079,1160.64799998,81.6479999798
job96,1,0,1143,1160.64799998,17.6479999798
job85,1,0,1054,1160.71099998,106.71099998
job87,1,0,1066,1160.71099998,94.7109999798
job52,2443,306,657,1164.64299998,507.642999984
job88,1,1,1078,1185.71299998,107.712999979
job93,9,2,1110,1186.78399998,76.7839999795
job95,8,1,1127,1186.90099998,59.9009999795
job92,15,2,1102,1187.18299998,85.1829999795
job94,15,2,1115,1187.24099998,72.2409999795
job97,6,1,1149,1200.75299998,51.7529999791
job86,216,27,1063,1200.80599998,137.805999979
job98,8,1,1162,1204.38299998,42.382999979
job99,15,2,1175,1217.75099998,42.7509999787
job100,2,0,1203,1220.21799998,17.2179999784
job83,1713,0,1036,1250.59243212,214.592432123
job101,15,2,1208,1250.79599998,42.7959999779
job103,936,0,1221,1253.74289721,32.7428972071
job102,8,1,1218,1260.48599998,42.4859999777
job104,1,1,1229,1278.27199998,49.2719999773
job105,1,0,1267,1284.13799998,17.1379999769
job107,1,0,1289,1306.13660956,17.1366095626
job106,1,1,1272,1314.13799998,42.1379999765
job108,1,1,1310,1352.13999998,42.1399999756
job109,1,1,1328,1370.13999998,42.1399999751
job112,1,0,1355,1372.13660956,17.1366095626
job110,2,1,1336,1378.15999997,42.1599999749
job111,7,1,1345,1388.32499997,43.3249999747
job114,1,0,1386,1403.13660956,17.1366095626
job113,1,1,1364,1406.13799997,42.1379999743
job117,1,0,1419,1436.13799997,17.1379999733
job116,8,1,1402,1444.20399997,42.2039999734
job115,869,109,1393,1454.88798534,61.8879853394
job118,1,0,1441,1458.13660956,17.1366095626
job119,1,1,1462,1504.13999997,42.139999972
job120,216,27,1463,1505.24299997,42.2429999719
job121,19,3,1482,1524.38799997,42.3879999715
job122,19,3,1484,1526.19599997,42.1959999714
job123,19,3,1537,1579.18699997,42.1869999702
job124,19,3,1550,1592.19799997,42.1979999699
job128,49,0,1592,1609.20124331,17.2012433122
job125,19,3,1570,1612.18599997,42.1859999694
job129,445,0,1598,1615.31159271,17.3115927065
job130,1,0,1601,1618.30064309,17.3006430851
job126,19,3,1578,1620.19399997,42.1939999692
job127,2,1,1588,1630.28499997,42.284999969
job132,3,0,1634,1651.32599997,17.3259999682
job131,18,3,1625,1667.16899997,42.1689999681
job133,1,0,1662,1679.13660956,17.1366095626
job136,1,0,1677,1694.23139557,17.2313955741
job134,1,1,1664,1706.13999997,42.1399999672
job138,1,0,1696,1713.13660956,17.1366095626
job135,216,27,1675,1717.24299997,42.2429999669
job137,108,14,1686,1731.48868284,45.4886828408
job139,110,14,1697,1740.08183712,43.0818371216
job140,6,1,1698,1740.29499997,42.2949999664
job141,4,1,1699,1741.18399997,42.1839999664
job144,1,0,1725,1742.13660956,17.1366095626
job142,6,1,1713,1755.49399997,42.493999966
job143,1,1,1714,1756.13999997,42.139999966
job146,1,0,1740,1757.27199997,17.2719999657
job145,1393,0,1734,1766.3423093,32.3423092986
job148,1,0,1752,1769.20243872,17.2024387228
job150,1,0,1774,1791.13660956,17.1366095626
job147,1,1,1744,1792.27499997,48.2749999651
job149,1,1,1768,1810.13999996,42.1399999647
job153,1,0,1819,1836.13799996,17.1379999639
job154,1,0,1821,1838.13660956,17.1366095626
job151,4,1,1798,1840.32699996,42.326999964
job152,484,61,1801,1843.61519111,42.6151911084
job155,1,0,1833,1850.13660956,17.1366095626
job157,12,0,1845,1862.2391149,17.2391148982
job156,216,27,1844,1886.24299996,42.2429999629
job158,399,50,1889,1933.92509362,44.9250936235
job161,1,0,1923,1940.13799996,17.1379999614
job159,156,20,1894,1941.09861561,47.0986156079
job160,156,20,1900,1949.75787346,49.7578734565
